        time            i            I
   22.981667     0.044085       82.323
   22.983333     0.044085       82.328
   22.985000     0.044084       82.332
   22.986667     0.044084       82.337
   22.988333     0.044083       82.341
   22.990000     0.044083       82.345
   22.991667     0.044082       82.350
   22.993333     0.044082       82.354
   22.995000     0.044081       82.359
   22.996667     0.044081       82.363
   22.998333     0.044080       82.367
   23.000000     0.044080       82.372
   23.001667     0.044079       82.376
   23.003333     0.044079       82.381
   23.005000     0.044078       82.385
   23.006667     0.044078       82.390
   23.008333     0.044077       82.394
   23.010000     0.044077       82.398
   23.011667     0.044076       82.403
   23.013333     0.044076       82.407
   23.015000     0.044075       82.412
   23.016667     0.044075       82.416
   23.018333     0.044074       82.420
   23.020000     0.044074       82.425
   23.021667     0.044073       82.429
   23.023333     0.044073       82.434
   23.025000     0.044072       82.438
   23.026667     0.044072       82.442
   23.028333     0.044071       82.447
   23.030000     0.044071       82.451
   23.031667     0.044070       82.456
   23.033333     0.044070       82.460
   23.035000     0.044069       82.464
   23.036667     0.044069       82.469
   23.038333     0.044068       82.473
   23.040000     0.044068       82.478
   23.041667     0.044067       82.482
   23.043333     0.044067       82.486
   23.045000     0.044066       82.491
   23.046667     0.044066       82.495
   23.048333     0.044065       82.500
   23.050000     0.044065       82.504
   23.051667     0.044064       82.509
   23.053333     0.044064       82.513
   23.055000     0.044063       82.517
   23.056667     0.044063       82.522
   23.058333     0.044062       82.526
   23.060000     0.044062       82.531
   23.061667     0.044061       82.535
   23.063333     0.044061       82.539
   23.065000     0.044060       82.544
   23.066667     0.044060       82.548
   23.068333     0.044059       82.553
   23.070000     0.044059       82.557
   23.071667     0.044058       82.561
   23.073333     0.044058       82.566
   23.075000     0.044057       82.570
   23.076667     0.044057       82.575
   23.078333     0.044056       82.579
   23.080000     0.044056       82.583
   23.081667     0.044055       82.588
   23.083333     0.044055       82.592
   23.085000     0.044054       82.597
   23.086667     0.044054       82.601
   23.088333     0.044053       82.605
   23.090000     0.044053       82.610
   23.091667     0.044052       82.614
   23.093333     0.044052       82.619
   23.095000     0.044051       82.623
   23.096667     0.044051       82.627
   23.098333     0.044050       82.632
   23.100000     0.044050       82.636
   23.101667     0.044049       82.641
   23.103333     0.044049       82.645
   23.105000     0.044048       82.650
   23.106667     0.044048       82.654
   23.108333     0.044047       82.658
   23.110000     0.044047       82.663
   23.111667     0.044046       82.667
   23.113333     0.044046       82.672
   23.115000     0.044045       82.676
   23.116667     0.044045       82.680
   23.118333     0.044044       82.685
   23.120000     0.044044       82.689
   23.121667     0.044043       82.694
   23.123333     0.044043       82.698
   23.125000     0.044042       82.702
   23.126667     0.044042       82.707
   23.128333     0.044041       82.711
   23.130000     0.044041       82.716
   23.131667     0.044040       82.720
   23.133333     0.044040       82.724
   23.135000     0.044039       82.729
   23.136667     0.044039       82.733
   23.138333     0.044038       82.738
   23.140000     0.044038       82.742
   23.141667     0.044037       82.746
   23.143333     0.044037       82.751
   23.145000     0.044036       82.755
   23.146667     0.044036       82.760
   23.148333     0.044035       82.764
   23.150000     0.044035       82.768
   23.151667     0.044034       82.773
   23.153333     0.044034       82.777
   23.155000     0.044033       82.782
   23.156667     0.044033       82.786
   23.158333     0.044032       82.790
   23.160000     0.044032       82.795
   23.161667     0.044031       82.799
   23.163333     0.044031       82.804
   23.165000     0.044030       82.808
   23.166667     0.044030       82.812
   23.168333     0.044029       82.817
   23.170000     0.044029       82.821
   23.171667     0.044028       82.826
   23.173333     0.044028       82.830
   23.175000     0.044027       82.834
   23.176667     0.044027       82.839
   23.178333     0.044026       82.843
   23.180000     0.044026       82.848
   23.181667     0.044025       82.852
   23.183333     0.044025       82.856
   23.185000     0.044024       82.861
   23.186667     0.044024       82.865
   23.188333     0.044023       82.870
   23.190000     0.044023       82.874
   23.191667     0.044022       82.878
   23.193333     0.044022       82.883
   23.195000     0.044021       82.887
   23.196667     0.044021       82.892
   23.198333     0.044020       82.896
   23.200000     0.044020       82.900
   23.201667     0.044019       82.905
   23.203333     0.044019       82.909
   23.205000     0.044018       82.914
   23.206667     0.044018       82.918
   23.208333     0.044017       82.923
   23.210000     0.044017       82.927
   23.211667     0.044016       82.931
   23.213333     0.044016       82.936
   23.215000     0.044015       82.940
   23.216667     0.044015       82.945
   23.218333     0.044014       82.949
   23.220000     0.044014       82.953
   23.221667     0.044013       82.958
   23.223333     0.044013       82.962
